annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;devise;date_tirage_format_unifie;fichier_source
2009002;VE;20090109;20090311;22;7;15;28;48;4;1;-7-15-22-28-48-;-1-4-;0;1;57199762;6;13;298391,2;2;14;78630,1;30;160;4914,3;437;2398;218,5;670;3972;92,3;1179;6104;85,8;20144;102092;26,1;16701;84875;27,1;33432;173783;14,1;86287;441390;11,9;285803;1407385;8,9;eur;2009-01-09;euromillions_1.csv
2009003;VE;20090116;20090318;50;22;17;3;49;3;6;-3-17-22-49-50-;-3-6-;0;1;15000000;1;6;493037,9;2;7;119928,1;18;135;4441,7;316;1844;216,7;452;2764;101,2;1048;5798;68,9;14861;79329;25,7;16131;82425;21,3;21561;117063;16;82359;415396;9,7;221266;1128557;8,5;eur;2009-01-16;euromillions_1.csv
2009004;VE;20090123;20090325;36;49;33;40;32;2;8;-32-33-36-40-49-;-2-8-;0;0;0;0;4;714738,7;2;4;202831,2;18;76;7625,2;220;978;395;295;1490;181,5;833;4096;94,3;10171;50594;38,9;14091;68987;24,6;15549;78046;23,2;83751;411504;9,4;157619;814694;11,3;eur;2009-01-23;euromillions_1.csv
2009005;VE;20090130;20090401;4;34;35;46;29;5;8;-4-29-34-35-46-;-5-8-;1;1;28407448;0;2;1550236,1;0;9;97762,6;11;74;8492,8;200;1154;363;276;1665;176,1;842;4821;86,9;10349;58860;36,3;14360;81443;22,6;14746;83725;23,5;87669;471351;8,9;180568;965639;10,4;eur;2009-01-30;euromillions_1.csv
2009006;VE;20090206;20090408;36;30;20;40;10;3;5;-10-20-30-36-40-;-3-5-;0;2;7500000;7;28;101873,7;4;34;23808,3;201;861;671,5;2458;10139;38;3504;14167;19;1517;7417;51,9;16264;78291;25,1;19425;93351;18,1;21926;103921;17,4;101424;494880;7,8;209423;999508;9,2;eur;2009-02-06;euromillions_1.csv
2009007;VE;20090213;20090415;33;36;40;22;42;1;2;-22-33-36-40-42-;-1-2-;0;0;0;1;3;1104098,9;8;13;72305,8;18;72;9325,1;485;1766;253,4;737;2827;110,8;1127;4326;103,4;21802;82367;27,7;15751;59617;33;31659;123082;17;84826;320721;14;294786;1091568;9,8;eur;2009-02-13;euromillions_1.csv
2009008;VE;20090220;20090422;13;48;9;12;14;1;2;-9-12-13-14-48-;-1-2-;0;0;0;1;3;1011119,5;2;4;215204,5;20;100;6148,7;354;1472;278,4;561;2346;122,3;998;4759;86,1;17611;73297;28,5;13613;64822;27,8;27037;116729;16,5;65287;329241;12,5;250153;1118869;8,7;eur;2009-02-20;euromillions_1.csv
2009009;VE;20090227;20090429;9;44;5;37;45;9;6;-5-9-37-44-45-;-6-9-;0;0;0;1;6;575061,1;2;8;122394,7;15;109;6416,5;295;1513;308,1;422;2354;138,6;971;4936;94,4;15230;73760;32,2;16075;76172;26,9;21773;113332;19,3;88346;411656;11,4;241641;1143451;9,7;eur;2009-02-27;euromillions_1.csv
2009010;VE;20090306;20090506;13;35;25;17;19;5;6;-13-17-19-25-35-;-5-6-;1;2;50000000;3;22;312279,8;4;32;60926,2;48;270;5157,7;958;4375;212,2;1272;5898;110,1;2739;12788;72,5;44268;198786;23,8;37478;174338;23,4;61073;269960;16,1;194385;882737;10,6;624398;2744815;8,1;eur;2009-03-06;euromillions_1.csv
2009011;VE;20090313;20090513;36;42;26;12;24;1;4;-12-24-26-36-42-;-1-4-;0;0;0;5;14;264443,6;10;25;42025;38;147;5105;695;2405;208;1185;4332;80,8;1475;5189;96,4;25023;87532;29,1;21165;73712;29,8;40935;144465;16,2;114773;394979;12,7;352224;1198984;10;eur;2009-03-13;euromillions_1.csv
2009012;VE;20090320;20090520;31;12;35;23;16;4;6;-12-16-23-31-35-;-4-6-;0;2;14858752;4;15;211330,7;5;18;49976,8;28;197;3261,7;346;1990;215,2;545;2960;101,3;1302;6799;63;15210;78685;27,7;17767;90020;20,9;23761;122493;16,4;94129;455110;9,5;220173;1093482;9,4;eur;2009-03-20;euromillions_1.csv
2009013;VE;20090327;20090527;25;42;36;33;38;6;7;-25-33-36-38-42-;-6-7-;0;0;0;3;4;735110,1;1;10;83444,9;19;95;6274;278;1295;306,8;434;1935;143,7;709;3674;108,1;12265;62647;32,3;10648;53877;32,4;18364;91862;20,3;60142;299610;13,3;184597;945576;10;eur;2009-03-27;euromillions_1.csv
2009014;VE;20090403;20090603;46;24;32;20;2;1;9;-2-20-24-32-46-;-1-9-;0;0;0;1;3;1025857,4;1;7;124766,4;21;92;6780,7;300;1296;320,9;528;2333;124,7;999;4546;91,4;12186;58977;35,9;15226;69790;26,2;21104;103879;18,8;89437;397045;10,5;177461;874119;11,4;eur;2009-04-03;euromillions_1.csv
2009015;VE;20090410;20090610;37;14;9;46;16;2;4;-9-14-16-37-46-;-2-4-;0;0;0;1;3;1077922,8;1;8;114711,3;17;102;6426,4;314;1417;308,3;448;1989;153,7;1092;5004;87,3;15944;71439;31,1;17811;79351;24,2;23456;104512;19,6;98519;436641;10,1;242908;1090213;9,6;eur;2009-04-10;euromillions_1.csv
2009016;VE;20090417;20090617;7;4;21;44;47;1;5;-4-7-21-44-47-;-1-5-;0;0;0;4;9;417239,6;3;19;56086,9;27;165;4613,2;430;2100;241,6;784;3630;97,8;1342;6793;74,7;19925;96575;26,7;20460;98178;22,7;30768;146369;16,2;105863;509638;10;287308;1405439;8,6;eur;2009-04-17;euromillions_1.csv
2009017;VE;20090424;20090624;21;4;24;14;41;5;8;-4-14-21-24-41-;-5-8-;0;0;0;2;13;328548,2;2;12;101006,3;35;211;4103,1;562;2915;198;754;3996;101,1;1799;9604;60;22845;120590;24,4;24670;130798;19,4;33643;171144;15,8;126920;661753;8,8;311589;1603214;8,6;eur;2009-04-24;euromillions_1.csv
2009018;VE;20090501;20090701;38;47;31;19;5;3;5;-5-19-31-38-47-;-3-5-;0;0;0;4;16;314080,9;2;26;54849,9;44;218;4672,6;497;2818;240,9;541;3578;132,8;1740;10368;65,4;20296;119527;28,9;28196;158085;18,9;27293;160853;19,8;159162;871306;7,8;318903;1782805;9,1;eur;2009-05-01;euromillions_1.csv
2009019;VE;20090508;20090708;4;29;23;31;24;9;8;-4-23-24-29-31-;-8-9-;0;1;126231764;2;17;374083,7;5;25;72188;30;190;6784,5;525;3163;271,6;870;4985;120,6;1294;8251;104,1;24484;144895;30,2;19586;121508;31,1;38593;232898;17,3;109465;656639;13,2;375687;2177349;9,4;eur;2009-05-08;euromillions_1.csv
2009020;VE;20090515;20090715;19;8;42;18;20;5;9;-8-18-19-20-42-;-5-9-;1;1;15000000;0;4;775956,8;0;7;125830,8;23;96;6553,6;324;1480;283,4;541;2190;134;1144;5383;77,9;16569;75575;28,3;17325;81928;22,5;24085;110535;17,8;94670;450724;9,3;240307;1128051;8,9;eur;2009-05-15;euromillions_1.csv
2009021;VE;20090522;20090722;43;4;14;33;13;6;1;-4-13-14-33-43-;-1-6-;0;0;0;2;7;421438;2;9;93020,1;25;121;4942;297;1593;250,2;454;2633;105,9;1027;5245;76;13509;74341;27,3;14417;72468;24,2;21960;125437;14,9;78211;379735;10,6;194483;1008571;9,4;eur;2009-05-22;euromillions_1.csv
2009022;VE;20090529;20090729;30;47;2;37;5;6;3;-2-5-30-37-47-;-3-6-;0;0;0;1;4;774364,7;1;13;67616;16;89;7054,6;210;1166;358,9;334;1971;148,6;756;4138;101,1;11555;59793;35,7;12915;67874;27,1;18015;93500;21;75905;396924;10,6;192269;989169;10,1;eur;2009-05-29;euromillions_1.csv
2009023;VE;20090605;20090805;35;19;40;26;11;2;5;-11-19-26-35-40-;-2-5-;0;0;0;1;8;418126,3;2;13;73019,9;26;168;4035,9;393;1964;230,1;539;2574;122,9;1606;7576;59,6;18228;86886;26,5;22270;108772;18,2;23985;115156;18,4;112951;569222;8;257766;1268831;8,5;eur;2009-06-05;euromillions_1.csv
2009024;VE;20090612;20090812;50;14;6;16;34;6;4;-6-14-16-34-50-;-4-6-;0;2;29430608;3;10;370043,6;1;8;131265,4;48;194;3866,4;490;1979;252,6;681;2865;122,1;1804;7767;64,3;20614;89827;28,3;24129;106785;20,6;30940;134858;17,4;121775;543229;9,2;296708;1321273;9;eur;2009-06-12;euromillions_1.csv
2009025;VE;20090619;20090819;20;17;16;4;29;7;5;-4-16-17-20-29-;-5-7-;0;1;15000000;2;7;423964,2;2;6;140366,5;43;192;3133,1;475;2138;187,5;645;2938;95,5;1650;7745;51,7;19275;89846;22,7;21461;103984;16,9;26882;121135;15,5;106822;529590;7,6;249345;1192892;8;eur;2009-06-19;euromillions_1.csv
2009026;VE;20090626;20090826;21;6;11;39;30;8;2;-6-11-21-30-39-;-2-8-;0;0;0;4;10;288472,9;7;18;45479,9;49;176;3322,4;473;2096;185,9;723;3226;84,5;1494;6660;58,5;16585;77160;25,7;19415;87912;19,5;28030;127888;14,3;95238;442275;8,9;215447;1031709;9;eur;2009-06-26;euromillions_1.csv
2009027;VE;20090703;20090902;29;47;46;34;21;6;8;-21-29-34-46-47-;-6-8-;0;0;0;0;4;753930,2;1;9;95090,3;13;84;7277,3;254;1213;335,9;319;1750;163;761;4073;100;11733;62187;33,4;11830;61345;29,2;18156;94256;20,3;65594;336125;12,2;178494;923233;10,5;eur;2009-07-03;euromillions_1.csv
2009028;VE;20090710;20090909;42;20;6;16;46;1;6;-6-16-20-42-46-;-1-6-;0;0;0;2;9;363989,3;2;13;71511,4;26;109;6092;321;1568;282,3;506;2372;130,6;1330;5975;74;15345;73509;30,7;17386;78571;24,7;22528;108482;19,1;87023;410832;10,8;217007;1034744;10,2;eur;2009-07-10;euromillions_1.csv
2009029;VE;20090717;20090916;17;50;8;2;32;3;7;-2-8-17-32-50-;-3-7-;0;1;57528118;0;9;393666,8;1;13;77342;58;205;3503,2;341;2021;236,9;580;3139;106,7;1591;8621;55,5;17033;87074;28;23977;121749;17,3;26557;135395;16,6;130505;646515;7,4;249007;1250408;9,1;eur;2009-07-17;euromillions_1.csv
2009030;VE;20090724;20090923;15;47;35;25;14;9;5;-14-15-25-35-47-;-5-9-;0;0;0;1;7;409166,4;1;12;67733,6;21;121;4798,1;228;1533;252,4;342;1852;146,2;1180;6718;57,6;14384;79630;24,7;15206;79356;21,4;17700;95561;19;84514;424698;9,2;193458;1016110;9,1;eur;2009-07-24;euromillions_1.csv
2009031;VE;20090731;20090930;26;9;20;21;5;6;3;-5-9-20-21-26-;-3-6-;0;0;0;2;12;250544,3;4;13;65631,1;26;139;4384,4;475;2078;195,5;756;3177;89,5;1268;6307;64,4;18548;87731;23,6;17004;88143;20,2;29372;134915;14,1;80679;429221;9,5;247252;1213269;8;eur;2009-07-31;euromillions_1.csv
2009032;VE;20090807;20091007;22;10;31;24;20;7;2;-10-20-22-24-31-;-2-7-;0;0;0;2;8;402868,6;1;13;70355,4;31;145;4505,5;532;2399;181,5;698;3484;87,5;1386;6659;65,4;18768;93580;23,7;18239;90837;21;26832;135200;15,1;90127;459982;9,5;241544;1231697;8,4;eur;2009-08-07;euromillions_1.csv
2009033;VE;20090814;20091014;30;5;8;49;24;9;3;-5-8-24-30-49-;-3-9-;0;0;0;1;10;356394,2;1;13;77799,1;32;128;5643,9;413;1932;249,2;564;3072;109,7;1208;5771;83,4;17687;86143;28,5;17433;82460;25,6;26479;133076;17;90297;438337;11;258827;1255434;9,2;eur;2009-08-14;euromillions_1.csv
2009034;VE;20090821;20091021;16;42;31;7;4;5;3;-4-7-16-31-42-;-3-5-;1;2;37570330;2;10;411410,2;4;17;68677,3;33;198;4211,8;600;2743;202,6;838;3630;107,2;2054;9932;55,9;23684;110550;25,6;28539;139151;17,5;34435;154606;16,9;151295;732551;7,6;334006;1568188;8,5;eur;2009-08-21;euromillions_1.csv
2009035;VE;20090828;20091028;37;41;49;36;8;7;5;-8-36-37-41-49-;-5-7-;0;0;0;1;8;372985,4;1;5;169355,5;19;73;8285,4;211;1067;377,9;327;1552;181,8;874;4504;89,5;10974;56610;36,3;14580;75315;23,5;15351;78059;24,2;92210;477373;8,5;174553;898915;10,7;eur;2009-08-28;euromillions_1.csv
2009036;VE;20090904;20091104;20;39;6;9;38;9;3;-6-9-20-38-39-;-3-9-;0;0;0;2;6;520670,7;2;6;147757,9;28;126;5025,7;363;1753;240,8;562;2448;120,7;1334;5710;73,9;18293;80281;26,8;18128;79865;23,2;25232;116274;17;88013;398093;10,7;253419;1135417;8,9;eur;2009-09-04;euromillions_1.csv
2009037;VE;20090911;20091111;42;15;12;35;43;6;4;-12-15-35-42-43-;-4-6-;0;0;0;2;5;678345,7;3;11;87501,6;25;127;5413,4;329;1467;312,4;482;2296;139,7;1320;6114;74,9;14696;71251;32,8;19294;92491;21,8;22534;109985;19,5;106933;491840;9,4;228103;1089107;10,1;eur;2009-09-11;euromillions_1.csv
2009038;VE;20090918;20091118;30;16;41;38;6;2;4;-6-16-30-38-41-;-2-4-;1;1;100000000;4;11;545313,9;4;19;89592,8;52;212;5735,3;835;3009;269,3;1296;4764;119,1;2606;9970;81,3;35566;135433;30,5;37838;143801;24,8;54342;205448;18,5;206533;779964;10,4;513231;1969577;9,8;eur;2009-09-18;euromillions_1.csv
2009039;VE;20090925;20091125;6;21;18;17;34;9;3;-6-17-18-21-34-;-3-9-;0;1;15000000;1;3;1051937,6;1;12;74630,7;31;133;4809,7;447;2061;206,9;643;3058;97,6;1289;5652;75,4;19423;86645;25,1;18207;78955;23,7;28912;133940;14,9;92389;407601;10,5;265826;1187036;8,6;eur;2009-09-25;euromillions_1.csv
2009040;VE;20091002;20091202;44;29;24;23;22;5;1;-22-23-24-29-44-;-1-5-;0;0;0;1;2;1561130,3;2;12;73837,2;18;92;6879,2;276;1385;304,6;368;1876;157,4;1046;4850;86,9;14832;70820;30,3;16531;77968;23,8;20273;98939;20;99348;448196;9,5;230128;1113649;9;eur;2009-10-02;euromillions_1.csv
2009041;VE;20091009;20091209;29;11;46;7;50;4;7;-7-11-29-46-50-;-4-7-;0;0;0;0;5;649417,8;1;12;76789,2;35;140;4701,3;429;1999;219,5;610;2630;116,7;1409;6307;69,5;19157;86285;25,9;19714;90134;21,4;26622;119593;17,2;96164;448466;9,8;270136;1204065;8,7;eur;2009-10-09;euromillions_1.csv
2009042;VE;20091016;20091216;23;30;31;47;12;3;4;-12-23-30-31-47-;-3-4-;0;0;0;1;7;502578,6;0;4;249591,4;20;126;5659,6;333;1889;251,6;553;2706;122,9;1171;5504;86,3;18465;88775;27,3;17666;77885;26,8;26212;123581;18;95083;416406;11,5;275921;1261030;9;eur;2009-10-16;euromillions_1.csv
2009043;VE;20091023;20091223;20;6;18;29;31;8;2;-6-18-20-29-31-;-2-8-;0;0;0;3;9;421893,4;2;15;71835,9;49;191;4029,6;515;2372;216,3;862;3764;95,4;1962;8236;62,3;22087;95673;27,3;27479;112041;20,1;36088;154285;15,6;140398;578532;8,9;304622;1313613;9,3;eur;2009-10-23;euromillions_1.csv
2009044;VE;20091030;20091230;35;9;33;38;40;6;2;-9-33-35-38-40-;-2-6-;0;0;0;2;6;726533,1;2;17;72768,8;37;170;5197,7;494;2188;269,2;720;3095;133,2;1614;7426;79,3;20555;94434;31,8;24807;114987;22,5;31665;143309;19,3;139599;631541;9,4;312646;1428357;9,8;eur;2009-10-30;euromillions_1.csv
2009045;VE;20091106;20100106;19;43;45;34;11;5;9;-11-19-34-43-45-;-5-9-;0;2;51099838;4;9;582616;4;15;99202,1;44;210;5061,3;704;2811;252;1058;4035;122,9;2350;9374;75,5;29410;123556;29,2;33723;140925;22,1;41212;175436;18,9;183477;764320;9,3;430417;1823886;9,3;eur;2009-11-06;euromillions_1.csv
2009046;VE;20091113;20100113;15;25;32;26;13;4;3;-13-15-25-26-32-;-3-4-;1;1;16569317;3;10;383165,4;9;14;77668,6;31;151;5143,6;595;2358;219,5;814;3213;112,8;1879;6834;75,7;27392;106213;24,8;27888;94893;24;38726;146854;16,5;144406;478868;10,9;431193;1525553;8,1;eur;2009-11-13;euromillions_1.csv
2009047;VE;20091120;20100120;47;9;28;5;43;2;9;-5-9-28-43-47-;-2-9-;0;1;15000000;1;7;457717,1;2;6;151541,5;22;97;6695,5;352;1462;296,1;475;2308;131,3;1145;4938;87,6;16354;73210;30,1;17025;71957;26,4;23155;108475;18,7;87990;377636;11,5;247732;1104577;9,4;eur;2009-11-20;euromillions_1.csv
2009048;VE;20091127;20100127;33;15;13;5;8;8;9;-5-8-13-15-33-;-8-9-;0;0;0;2;11;286554,2;6;17;52618,4;29;112;5704,8;787;3032;140,4;1042;4438;67,1;970;4792;88,8;25560;106891;20,3;13302;63256;29,6;37174;170027;11,7;62380;304099;14,1;288652;1294194;7,8;eur;2009-11-27;euromillions_1.csv
2009049;VE;20091204;20100203;25;30;19;18;44;3;1;-18-19-25-30-44-;-1-3-;0;0;0;0;15;216936,8;1;8;115430,9;19;118;5589,8;286;1442;304,9;481;2371;129,8;982;4738;92,8;15305;74204;30,2;15386;71906;26,9;23241;113980;18,1;84326;387098;11,4;237369;1117681;9,4;eur;2009-12-04;euromillions_1.csv
2009050;VE;20091211;20100210;41;43;44;46;20;2;9;-20-41-43-44-46-;-2-9-;0;0;0;0;4;852556,9;2;8;120970,9;9;67;10317,3;235;1152;400;404;1802;179;781;3632;126,8;12601;57352;40,9;13531;59410;34,1;19076;87474;24,7;85046;370911;12,5;198302;909644;12,1;eur;2009-12-11;euromillions_1.csv
2009051;VE;20091218;20100217;49;30;35;32;14;8;3;-14-30-32-35-49-;-3-8-;1;1;59459744;0;3;1205678,4;3;11;93314,1;27;115;6375,5;325;1541;317,1;458;2422;141,2;1117;5258;92,9;14915;74412;33,5;17050;82249;26,1;21777;111728;20,5;96901;459962;10,7;233659;1145864;10,2;eur;2009-12-18;euromillions_1.csv
2009052;VE;20091225;20100224;4;17;5;34;14;5;3;-4-5-14-17-34-;-3-5-;0;0;0;2;5;565024,4;3;5;160344,7;52;200;2863,2;380;1844;207;513;2286;116,9;1608;8675;44;18547;87869;22,1;23017;115269;14,5;23918;112040;16;110323;557441;6,9;243334;1169900;7,8;eur;2009-12-25;euromillions_1.csv
2010001;VE;20100101;20100303;22;24;27;36;9;7;5;-9-22-24-27-36-;-5-7-;0;0;0;1;10;310160;0;12;73348,6;29;163;3857;429;2037;205,7;556;2566;114,3;1736;8286;50,5;20297;95544;22,3;23486;112515;16,3;27605;126208;15,6;118495;567400;7,4;272601;1271505;7,9;eur;2010-01-01;euromillions_1.csv
2010002;VE;20100108;20100310;44;5;14;4;46;9;8;-4-5-14-44-46-;-8-9-;0;0;0;0;4;840125,4;1;6;158942,6;16;76;8962,9;308;1395;325,5;454;2184;145,5;948;4238;107,1;16952;74062;31,2;13332;61054;32,7;26465;119688;17,8;70721;323374;14,1;257070;1103097;9,8;eur;2010-01-08;euromillions_1.csv
2010003;VE;20100115;20100317;49;50;26;29;11;4;7;-11-26-29-49-50-;-4-7-;1;2;29703685;3;12;317258,4;4;14;77170,9;41;157;4915,3;587;2773;185,5;780;3255;110,6;1652;7815;65,8;20764;91899;28,5;21317;96337;23,4;31982;137239;17,6;110677;503851;10,3;300274;1316420;9,3;eur;2010-01-15;euromillions_1.csv
2010004;VE;20100122;20100324;4;44;27;22;36;9;7;-4-22-27-36-44-;-7-9-;0;0;0;2;4;770285,9;2;10;87437,8;23;112;5576,3;420;1861;223,7;657;2936;99,2;1006;4605;90,4;17123;79655;26,6;14754;67650;27;25649;120151;16,2;80619;360355;11,6;235969;1080181;9,2;eur;2010-01-22;euromillions_1.csv
2010005;VE;20100129;20100331;39;43;30;17;9;7;5;-9-17-30-39-43-;-5-7-;0;1;29242656;2;6;548935,6;6;10;93467,4;25;164;4070,8;361;1912;232,7;515;2660;117,1;1452;7449;59,7;16519;83708;27,1;21113;106835;18,3;23294;113369;18,4;116602;581746;7,7;243047;1200409;8,8;eur;2010-01-29;euromillions_1.csv
2010006;VE;20100205;20100407;46;38;34;35;39;3;4;-34-35-38-39-46-;-3-4-;0;0;0;10;17;362492,6;2;17;102869,5;53;186;6715,7;687;2625;317,2;1029;3850;151,4;2409;8380;99,3;32839;118860;35,7;35151;129953;28,1;48879;176519;22,1;195889;725556;11,5;507395;1902863;10,5;eur;2010-02-05;euromillions_1.csv
2010007;VE;20100212;20100414;5;45;1;38;18;6;4;-1-5-18-38-45-;-4-6-;0;2;64809203;1;12;570771,3;5;20;97185,3;53;234;5933,1;683;2942;314,6;1181;4897;132,3;2494;10700;86,5;33060;140642;33,5;42640;172466;23,6;56270;232284;18,7;241390;959032;9,7;534613;2195942;10,1;eur;2010-02-12;euromillions_1.csv
2010008;VE;20100219;20100421;37;12;38;31;43;3;2;-12-31-37-38-43-;-2-3-;0;0;0;1;4;836234,2;1;12;79103,2;17;91;7450,8;238;1320;342,4;354;1937;163,3;780;3932;114,9;13072;67780;34;12080;58422;34;18471;94371;22,5;71800;337273;13,5;223767;1077085;10;eur;2010-02-19;euromillions_1.csv
2010009;VE;20100226;20100428;42;11;29;7;18;7;6;-7-11-18-29-42-;-6-7-;0;0;0;0;14;249964,7;4;16;62068,9;36;175;4053,4;583;2998;157,7;745;3845;86;1332;6032;78,3;23900;112383;21,4;17560;79459;26,1;31689;148360;14,9;83048;387526;12,3;313253;1429397;7,9;eur;2010-02-26;euromillions_1.csv
2010010;VE;20100305;20100505;19;18;49;12;43;9;3;-12-18-19-43-49-;-3-9-;0;1;46258004;1;8;466113,3;0;10;105820,3;24;130;5814,3;374;1654;304,6;496;2518;140;1356;5986;84,1;18280;83248;30,8;20554;91387;24,2;25930;121158;19,5;107405;482338;10,5;287384;1299098;9,3;eur;2010-03-05;euromillions_1.csv
2010011;VE;20100312;20100512;46;1;26;36;33;7;6;-1-26-33-36-46-;-6-7-;0;0;0;2;6;538881,9;1;5;183511,1;14;75;8738,6;293;1306;334,5;418;1890;161,8;898;4284;101,9;14496;66950;33,2;12534;58621;32,7;20940;93248;22;73486;337382;13;218692;993455;10,5;eur;2010-03-12;euromillions_1.csv
2010012;VE;20100319;20100519;38;28;30;39;10;7;2;-10-28-30-38-39-;-2-7-;0;0;0;1;10;327278,6;3;12;77396,9;28;115;5768,7;371;1616;273,6;483;2411;128,4;1202;5353;82,6;16761;77185;29,2;18173;82329;23,6;24772;114795;18,1;96475;444152;10;247759;1154270;9,1;eur;2010-03-19;euromillions_1.csv
2010013;VE;20100326;20100526;18;37;8;16;43;2;6;-8-16-18-37-43-;-2-6-;0;1;44378829;0;6;586844,6;1;12;83268,4;22;107;6670,3;283;1587;299,8;426;2415;137,9;1221;5983;79,5;14819;75630;32;18872;92372;22,6;22957;116804;19,1;105167;499861;9,6;235300;1152219;9,9;eur;2010-03-26;euromillions_1.csv
2010014;VE;20100402;20100602;26;18;12;24;45;5;4;-12-18-24-26-45-;-4-5-;0;1;15000000;2;10;303894,5;2;12;71866,9;33;142;4338;497;2138;192;579;2611;110;1208;5363;76,5;19886;89146;23,4;15836;73592;24,5;26444;115039;16,7;79757;376040;11;266550;1196837;8,2;eur;2010-04-02;euromillions_1.csv
2010015;VE;20100409;20100609;44;23;24;21;7;3;4;-7-21-23-24-44-;-3-4-;0;0;0;1;6;504823,5;1;5;171912,8;19;126;4872,8;313;1791;228,5;465;2537;112,9;1094;5501;74,4;16506;87456;23,8;15484;76160;23,6;24230;124331;15,4;80023;379820;10,8;246778;1228496;7,9;eur;2010-04-09;euromillions_1.csv
2010016;VE;20100416;20100616;17;11;26;40;9;9;3;-9-11-17-26-40-;-3-9-;0;0;0;3;10;321166,3;5;20;45570,8;33;167;3898,2;634;2469;175,7;926;3768;80,6;1617;6817;63,6;23260;97622;22,6;20680;89978;21,2;32982;144157;14,1;94699;434766;10;286235;1271007;8,1;eur;2010-04-16;euromillions_1.csv
2010017;VE;20100423;20100623;46;3;7;8;43;6;8;-3-7-8-43-46-;-6-8-;0;0;0;0;4;856441,2;2;9;108019,6;26;95;7309,5;279;1319;350,9;434;2101;154,2;953;4355;106,3;16567;72970;32,3;17021;74340;27,4;26143;114060;19;91219;410669;11,3;263846;1166523;9,5;eur;2010-04-23;euromillions_1.csv
2010018;VE;20100430;20100630;6;36;22;25;24;3;8;-6-22-24-25-36-;-3-8-;0;0;0;2;11;348880,3;1;12;90756;31;154;5051,3;369;1918;270,3;596;2913;124,6;1389;6421;80,7;20455;96384;27,4;20716;94689;24;32018;147469;16,5;110510;512608;10,2;297931;1365594;9,1;eur;2010-04-30;euromillions_1.csv
2010019;VE;20100507;20100707;15;21;6;3;32;7;9;-3-6-15-21-32-;-7-9-;0;0;0;3;9;475961,8;4;25;48625,2;59;209;4154,5;558;2759;209,8;942;4740;85,4;1636;7550;76,6;27131;121843;24,2;23248;101710;25;43560;194903;13,9;119283;516927;11,3;374788;1627783;8,5;eur;2010-05-07;euromillions_1.csv
2010020;VE;20100514;20100714;17;31;43;47;1;3;2;-1-17-31-43-47-;-2-3-;0;1;100037101;2;14;350432,8;6;22;63284,5;31;135;7366,4;476;2268;292,3;713;3214;144,3;1207;5756;115,1;22999;103596;32,6;20623;93873;31;33407;148842;20,9;116293;520787;12,8;369557;1618776;9,8;eur;2010-05-14;euromillions_1.csv
2010021;VE;20100521;20100721;38;19;50;7;30;4;7;-7-19-30-38-50-;-4-7-;0;1;15000000;0;8;386026,8;3;15;58425,6;25;142;4408,3;398;1905;219;535;2577;113,3;1227;5975;69,8;17234;82019;25,9;18326;86699;21,1;23885;115659;16,9;92707;437444;9,6;249618;1162955;8,6;eur;2010-05-21;euromillions_1.csv
2010022;VE;20100528;20100728;9;31;32;33;4;3;7;-4-9-31-32-33-;-3-7-;0;1;15000000;1;8;382338,7;0;5;173602,4;26;93;6666,7;221;1189;347,6;374;1993;145,1;1132;5666;72,9;12951;63784;33;22165;104351;17,4;19807;96204;20,1;127671;593428;7;222609;1052174;9,4;eur;2010-05-28;euromillions_1.csv
2010023;VE;20100604;20100804;34;42;17;40;4;9;4;-4-17-34-40-42-;-4-9-;0;1;15000000;1;7;422541;1;11;76306,5;16;103;5820,8;241;1309;305,3;382;2118;132,1;931;4599;86,9;12856;62917;32,3;15140;68582;25,6;20295;101022;18,5;83669;368681;10,9;203370;944995;10,1;eur;2010-06-04;euromillions_1.csv
